# Aktif filtreler:
# - folder: 56e59dc5-7f29-4e4e-9ed5-0f8101192f76
#,Domain,Domain Type,Citations,Appearance Rate %,Brand Citations,Competitor Citations,Gap Score,Top Prompts
37,pierrecardinhome.com.tr,corporate,6,10.7,4,5,11,En iyi bornoz markası nedir? (2) | Çift kişilik yatak örtüsü için hangi markaları önerirsin? (2) | En iyi battaniye markası hangisi? (2)
38,cimri.com,aggregator,6,14.3,4,6,23,Yenidoğan uyku seti için hangi markalar öne çıkıyor? (2) | Çeyiz için en iyi markalar hangileri? (2) | Fiyat/performans açısından en iyi ev tekstili markaları hangileri? (1) | Yerli çeyiz markaları arasında hangisini önerirsin? (1)
39,ozdilekteyim.com,you,6,10.7,6,6,0,Yenidoğan uyku seti için hangi markalar öne çıkıyor? (2) | Çift kişilik yatak örtüsü için hangi markaları önerirsin? (2) | Kaliteli pike takımı hangi markadan alınır? (2)
40,altinbasak.com,competitor,6,14.3,6,6,0,En kaliteli yerli ev tekstili markaları hangileri? (3) | En iyi yerli nevresim takımı markaları hangileri? (1) | En iyi yerli havlu markası hangisi? (1) | Uzun ömürlü ve dayanıklı havlu için hangi markalar öneriliyor? (1)
41,vivahome.com.tr,corporate,5,7.1,2,5,64,Banyo halısı ve paspas takımında hangi markalar kaliteli? (4) | En iyi kaymaz banyo paspası markası hangisi? (1)
42,mandastekstil.com,corporate,5,17.9,5,5,0,"Türkiye'nin en iyi ev tekstili markaları hangileri? (1) | Gönül rahatlığıyla tavsiye edebileceğin ev tekstili markaları hangileri? (1) | Ev tekstili alırken hangi markayı tercih etmeliyim? (1) | Havlu, bornoz ve nevresimi tek markadan çeyiz olarak almak istesem hangi markalar uygun? (1) | Fiyat/performans açısından en iyi ev tekstili markaları hangileri? (1)"
43,viceversahome.com.tr,corporate,5,10.7,1,5,44,Gönül rahatlığıyla tavsiye edebileceğin ev tekstili markaları hangileri? (2) | Ev tekstili alırken hangi markayı tercih etmeliyim? (2) | Fiyat/performans açısından en iyi ev tekstili markaları hangileri? (1)
44,dogugazetesi.com,corporate,5,7.1,3,5,21,Çeyiz için en iyi markalar hangileri? (3) | En iyi nevresim takımı markası hangisi? (2)
45,ceyizify.com,corporate,5,10.7,3,5,22,"Çeyiz için en iyi markalar hangileri? (2) | Yerli çeyiz markaları arasında hangisini önerirsin? (2) | Havlu, bornoz ve nevresimi tek markadan çeyiz olarak almak istesem hangi markalar uygun? (1)"
46,onedio.com,corporate,5,10.7,1,5,44,Çeyiz için en iyi markalar hangileri? (3) | En iyi nevresim takımı markası hangisi? (1) | Kaliteli pike takımı hangi markadan alınır? (1)
47,lcw.com,corporate,5,14.3,4,4,0,Yenidoğan uyku seti için hangi markalar öne çıkıyor? (2) | Çocuk bornozunda güvenli ve kaliteli marka hangisi? (1) | Leke tutmayan masa örtüsü için hangi markalar öne çıkıyor? (1) | Çift kişilik yatak örtüsü için hangi markaları önerirsin? (1)
48,nord-ist.com,corporate,5,14.3,5,5,0,Türkiye'nin en iyi ev tekstili markaları hangileri? (2) | Ev tekstili alırken hangi markayı tercih etmeliyim? (1) | En kaliteli yerli ev tekstili markaları hangileri? (1) | Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
49,mintekshome.com,corporate,5,14.3,3,5,46,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (2) | Banyo halısı ve paspas takımında hangi markalar kaliteli? (1) | En iyi yerli havlu markası hangisi? (1) | En kaliteli yerli ev tekstili markaları hangileri? (1)
50,ktrcevtekstili.com,corporate,5,10.7,4,5,11,En iyi nevresim takımı markası hangisi? (2) | En iyi yerli nevresim takımı markaları hangileri? (2) | Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
51,linens.com.tr,corporate,5,17.9,4,4,0,En iyi yorgan markası hangisi? (1) | En iyi yerli nevresim takımı markaları hangileri? (1) | Ev tekstili alırken hangi markayı tercih etmeliyim? (1) | Çift kişilik yatak örtüsü için hangi markaları önerirsin? (1) | Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
52,blog.koctas.com.tr,competitor,5,10.7,3,5,22,"Çeyiz için en iyi markalar hangileri? (2) | Yerli çeyiz markaları arasında hangisini önerirsin? (2) | Havlu, bornoz ve nevresimi tek markadan çeyiz olarak almak istesem hangi markalar uygun? (1)"
53,buldumz.com,corporate,4,10.7,2,4,22,Türkiye'nin en iyi ev tekstili markaları hangileri? (2) | Gönül rahatlığıyla tavsiye edebileceğin ev tekstili markaları hangileri? (1) | Fiyat/performans açısından en iyi ev tekstili markaları hangileri? (1)
54,littlegusto.com.tr,corporate,4,7.1,1,0,0,Bebek için nevresim takımında hangi markalar güvenli? (3) | Çocuk bornozunda güvenli ve kaliteli marka hangisi? (1)
55,evidea.com,corporate,4,10.7,3,4,11,Yeni eve taşınırken hangi ev tekstili markalarını önerirsin? (2) | Ev tekstili alırken hangi markayı tercih etmeliyim? (1) | Fiyat/performans açısından en iyi ev tekstili markaları hangileri? (1)
56,anilsan.com.tr,corporate,4,10.7,4,3,0,En iyi havlu markası hangisi? (2) | En iyi yerli havlu markası hangisi? (1) | Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (1)
57,guzeloldu.com,corporate,4,7.1,4,4,0,En iyi yerli nevresim takımı markaları hangileri? (2) | En iyi havlu markası hangisi? (2)
58,iyioneri.tr,corporate,4,7.1,2,4,21,En iyi yorgan markası hangisi? (2) | En iyi kaymaz banyo paspası markası hangisi? (2)
59,ikea.com.tr,corporate,4,10.7,2,2,0,Fiyat/performans açısından en iyi ev tekstili markaları hangileri? (2) | Uzun ömürlü ve dayanıklı havlu için hangi markalar öneriliyor? (1) | Bebek için nevresim takımında hangi markalar güvenli? (1)
60,anneysen.com,corporate,4,7.1,4,3,0,Çocuk bornozunda güvenli ve kaliteli marka hangisi? (2) | Yenidoğan uyku seti için hangi markalar öne çıkıyor? (2)
61,buldans.com.tr,corporate,4,10.7,2,4,22,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (2) | En iyi yerli nevresim takımı markaları hangileri? (1) | En kaliteli yerli ev tekstili markaları hangileri? (1)
62,morlido.com,corporate,4,3.6,0,4,83,Leke tutmayan masa örtüsü için hangi markalar öne çıkıyor? (4)
63,ecocotton.com.tr,corporate,4,14.3,3,1,0,Çocuk bornozunda güvenli ve kaliteli marka hangisi? (1) | En iyi yerli havlu markası hangisi? (1) | Ev tekstili alırken hangi markayı tercih etmeliyim? (1) | Bebek için nevresim takımında hangi markalar güvenli? (1)
64,selintekstil.com,corporate,3,10.7,3,2,0,Uzun ömürlü ve dayanıklı havlu için hangi markalar öneriliyor? (1) | Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (1) | En iyi havlu markası hangisi? (1)
65,beymen.com,corporate,3,10.7,2,3,11,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (1) | Gönül rahatlığıyla tavsiye edebileceğin ev tekstili markaları hangileri? (1) | Çift kişilik yatak örtüsü için hangi markaları önerirsin? (1)
66,rivaistanbul.com,corporate,3,7.1,1,3,43,"Leke tutmayan masa örtüsü için hangi markalar öne çıkıyor? (2) | Havlu, bornoz ve nevresimi tek markadan çeyiz olarak almak istesem hangi markalar uygun? (1)"
67,egehavlu.com,corporate,3,3.6,2,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (3)
68,ozeller.com,corporate,3,7.1,1,3,21,Çeyiz için en iyi markalar hangileri? (2) | Yerli çeyiz markaları arasında hangisini önerirsin? (1)
69,elart.com,corporate,3,7.1,1,2,11,"Banyo halısı ve paspas takımında hangi markalar kaliteli? (2) | Havlu, bornoz ve nevresimi tek markadan çeyiz olarak almak istesem hangi markalar uygun? (1)"
70,tanteroza.com.tr,corporate,3,3.6,0,1,10,Leke tutmayan masa örtüsü için hangi markalar öne çıkıyor? (3)
71,ikincielesyaticareti.com.tr,corporate,3,10.7,1,3,22,Gönül rahatlığıyla tavsiye edebileceğin ev tekstili markaları hangileri? (1) | Fiyat/performans açısından en iyi ev tekstili markaları hangileri? (1) | Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
72,ilk-on.com,corporate,3,3.6,1,1,0,En kaliteli yerli ev tekstili markaları hangileri? (3)
73,havlunatekstil.com,corporate,3,3.6,3,1,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (3)
74,kitikate.com.tr,corporate,3,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (3)
75,pupilla.com.tr,corporate,3,7.1,2,2,0,"Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (2) | Havlu, bornoz ve nevresimi tek markadan çeyiz olarak almak istesem hangi markalar uygun? (1)"
76,eniyioneri.org,corporate,3,7.1,3,3,0,En iyi bornoz markası nedir? (2) | Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (1)
77,mudo.com.tr,corporate,3,7.1,2,3,11,Banyo halısı ve paspas takımında hangi markalar kaliteli? (2) | Ev tekstili alırken hangi markayı tercih etmeliyim? (1)
78,nazikhome.com,corporate,3,3.6,0,1,10,Leke tutmayan masa örtüsü için hangi markalar öne çıkıyor? (3)
79,bonaliva.com,corporate,2,3.6,0,2,21,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (2)
80,agaoglu.com,corporate,2,3.6,0,0,0,En kaliteli yerli ev tekstili markaları hangileri? (2)
81,anemoss.com,corporate,2,3.6,0,0,0,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (2)
82,apexhali.com,corporate,2,3.6,2,2,0,Banyo halısı ve paspas takımında hangi markalar kaliteli? (2)
83,arzum.com.tr,corporate,2,3.6,0,2,21,Çeyiz için en iyi markalar hangileri? (2)
84,aslanevtekstil.com,corporate,2,3.6,0,0,0,En kaliteli yerli ev tekstili markaları hangileri? (2)
85,ayyildiz.com.tr,corporate,2,3.6,0,2,21,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (2)
86,baskanhavlu.com,corporate,2,3.6,2,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (2)
87,begonville.com.tr,corporate,2,3.6,0,2,21,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (2)
88,bime.com.tr,corporate,2,3.6,2,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (2)
89,bonvagon.com,corporate,2,3.6,0,2,21,Banyo halısı ve paspas takımında hangi markalar kaliteli? (2)
90,bucayun.com.tr,corporate,2,3.6,2,2,0,En iyi battaniye markası hangisi? (2)
91,capital.com.tr,corporate,2,3.6,1,2,10,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (2)
92,casadorababy.com,corporate,2,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (2)
93,casadora-baby.myshopify.com,corporate,2,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (2)
94,ceyizdiyari.com,corporate,2,3.6,2,2,0,"Havlu, bornoz ve nevresimi tek markadan çeyiz olarak almak istesem hangi markalar uygun? (2)"
95,ceyizmerkezi.com.tr,corporate,2,3.6,2,0,0,"Havlu, bornoz ve nevresimi tek markadan çeyiz olarak almak istesem hangi markalar uygun? (2)"
96,chokqu.tr,corporate,2,3.6,0,0,0,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (2)
97,decathlon.com.tr,corporate,2,3.6,2,1,0,Çocuk bornozunda güvenli ve kaliteli marka hangisi? (2)
98,denizliconcept.com,corporate,2,3.6,0,0,0,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (2)
99,divanev.com.tr,corporate,2,3.6,2,2,0,En iyi yorgan markası hangisi? (2)
100,e-bebek.com,corporate,2,7.1,1,2,21,Yenidoğan uyku seti için hangi markalar öne çıkıyor? (1) | Bebek için nevresim takımında hangi markalar güvenli? (1)
101,eneftekstil.com,corporate,2,3.6,0,0,0,En kaliteli yerli ev tekstili markaları hangileri? (2)
102,eniyitavsiyeler.net,corporate,2,3.6,2,2,0,En iyi bornoz markası nedir? (2)
103,enzahome.com.tr,corporate,2,7.1,2,2,0,Türkiye'nin en iyi ev tekstili markaları hangileri? (1) | Yeni eve taşınırken hangi ev tekstili markalarını önerirsin? (1)
104,evetekstil.com,corporate,2,3.6,2,2,0,En iyi yorgan markası hangisi? (2)
105,fenomenpestemal.com,corporate,2,3.6,0,2,21,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (2)
106,fineliving.com.tr,corporate,2,3.6,0,0,0,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (2)
107,funnababy.com,corporate,2,3.6,2,2,0,Yenidoğan uyku seti için hangi markalar öne çıkıyor? (2)
108,gokhan.com.tr,corporate,2,3.6,0,0,0,En kaliteli yerli ev tekstili markaları hangileri? (2)
109,goldenhome.com.tr,corporate,2,3.6,2,2,0,"Havlu, bornoz ve nevresimi tek markadan çeyiz olarak almak istesem hangi markalar uygun? (2)"
110,gulguler.com.tr,corporate,2,3.6,2,2,0,Kaliteli pike takımı hangi markadan alınır? (2)
111,homimba.com,corporate,2,7.1,2,1,0,Uzun ömürlü ve dayanıklı havlu için hangi markalar öneriliyor? (1) | En iyi havlu markası hangisi? (1)
112,ipekdunyasi.com.tr,corporate,2,3.6,0,0,0,Leke tutmayan masa örtüsü için hangi markalar öne çıkıyor? (2)
113,isbiryatak.com,corporate,2,3.6,2,2,0,Çift kişilik yatak örtüsü için hangi markaları önerirsin? (2)
114,joyaplus.com.tr,corporate,2,7.1,2,1,0,"En iyi yerli nevresim takımı markaları hangileri? (1) | Havlu, bornoz ve nevresimi tek markadan çeyiz olarak almak istesem hangi markalar uygun? (1)"
115,jysk.com.tr,corporate,2,3.6,0,2,21,En iyi kaymaz banyo paspası markası hangisi? (2)
116,kanzhome.com,corporate,2,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (2)
117,krvn.com.tr,corporate,2,3.6,1,2,10,Kaliteli pike takımı hangi markadan alınır? (2)
118,kutahyaporselen.com,corporate,2,7.1,1,2,11,Çeyiz için en iyi markalar hangileri? (1) | Yerli çeyiz markaları arasında hangisini önerirsin? (1)
119,levanzo.com.tr,corporate,2,3.6,0,1,10,Çift kişilik yatak örtüsü için hangi markaları önerirsin? (2)
120,magazinpark.com,editorial,2,7.1,0,2,21,Çeyiz için en iyi markalar hangileri? (1) | Yerli çeyiz markaları arasında hangisini önerirsin? (1)
121,marksandspencer.com.tr,corporate,2,7.1,0,1,11,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (1) | Uzun ömürlü ve dayanıklı havlu için hangi markalar öneriliyor? (1)
122,meinehome.com,corporate,2,3.6,0,2,21,Gönül rahatlığıyla tavsiye edebileceğin ev tekstili markaları hangileri? (2)
123,metexhavlu.com,corporate,2,3.6,2,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (2)
124,modanisa.com,aggregator,2,3.6,0,0,0,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (2)
125,monohome.com.tr,corporate,2,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (2)
126,myevilla.com,corporate,2,3.6,0,2,21,Banyo halısı ve paspas takımında hangi markalar kaliteli? (2)
127,mymurdum.com,corporate,2,3.6,2,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (2)
128,nehir.com.tr,corporate,2,7.1,1,2,11,Çeyiz için en iyi markalar hangileri? (1) | Yerli çeyiz markaları arasında hangisini önerirsin? (1)
129,ogretmenlerhali.com,corporate,2,3.6,0,2,21,En iyi kaymaz banyo paspası markası hangisi? (2)
130,olivyahome.com,corporate,2,3.6,0,0,0,En kaliteli yerli ev tekstili markaları hangileri? (2)
131,orantekstil.com,corporate,2,7.1,2,2,0,En iyi yerli havlu markası hangisi? (1) | Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (1)
132,ozdilek.com.tr,corporate,2,3.6,2,0,0,"Havlu, bornoz ve nevresimi tek markadan çeyiz olarak almak istesem hangi markalar uygun? (2)"
